code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,total_clicks,active_days,activity_rows,assessments_recorded,assessments_submitted,average_score,weighted_score,is_withdrawn,is_successful,is_completed,submission_rate,at_risk,outcome_group
EEE,2014J,620343,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-31,?,269,2896.0,134.0,778.0,4.0,4.0,86.75,86.0,0,1,1,1.0,0,Successful
EEE,2014J,620519,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,-98,?,269,1560.0,105.0,396.0,4.0,4.0,95.0,94.75999999999999,0,1,1,1.0,0,Successful
EEE,2014J,620536,M,Ireland,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn,-22,152,269,791.0,48.0,222.0,2.0,2.0,92.0,40.0,1,0,0,1.0,1,Withdrawn
EEE,2014J,620782,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Pass,-22,?,269,1061.0,52.0,265.0,4.0,4.0,81.0,80.88,0,1,1,1.0,0,Successful
EEE,2014J,621380,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-34,?,269,486.0,51.0,204.0,4.0,4.0,82.25,83.24000000000001,0,1,1,1.0,0,Successful
EEE,2014J,622129,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,-113,?,269,1907.0,109.0,556.0,4.0,4.0,95.0,94.4,0,1,1,1.0,0,Successful
EEE,2014J,622315,M,North Region,Lower Than A Level,20-30%,0-35,1,30,N,Fail,-74,?,269,751.0,17.0,130.0,3.0,3.0,58.0,42.72,0,0,1,1.0,0,Unsuccessful
EEE,2014J,622890,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-52,108,269,525.0,30.0,120.0,1.0,1.0,93.0,14.88,1,0,0,1.0,1,Withdrawn
EEE,2014J,623002,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,-129,?,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,623467,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,150,N,Pass,-134,?,269,5106.0,199.0,1079.0,4.0,4.0,81.5,81.56,0,1,1,1.0,0,Successful
EEE,2014J,623757,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-66,66,269,315.0,12.0,76.0,1.0,1.0,88.0,14.08,1,0,0,1.0,1,Withdrawn
EEE,2014J,623889,M,South Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass,-81,?,269,1862.0,78.0,450.0,4.0,4.0,88.75,88.0,0,1,1,1.0,0,Successful
EEE,2014J,623989,M,Scotland,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,-71,?,269,2044.0,105.0,619.0,4.0,4.0,97.75,97.72,0,1,1,1.0,0,Successful
EEE,2014J,624126,M,South Region,Lower Than A Level,90-100%,0-35,1,90,N,Fail,-150,?,269,100.0,4.0,14.0,1.0,1.0,94.0,15.04,0,0,1,1.0,0,Unsuccessful
EEE,2014J,624222,M,North Region,Lower Than A Level,0-10%,0-35,0,90,N,Distinction,-121,?,269,3023.0,153.0,778.0,4.0,4.0,92.75,92.0,0,1,1,1.0,0,Successful
EEE,2014J,625288,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-92,12,269,439.0,19.0,107.0,1.0,1.0,54.0,8.64,1,0,0,1.0,1,Withdrawn
EEE,2014J,625614,M,North Region,Lower Than A Level,?,0-35,0,30,N,Pass,2,?,269,2705.0,139.0,852.0,4.0,4.0,70.5,68.28,0,1,1,1.0,0,Successful
EEE,2014J,625785,M,Scotland,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,-74,?,269,1557.0,88.0,441.0,4.0,4.0,86.75,85.88,0,1,1,1.0,0,Successful
EEE,2014J,625797,M,North Region,Lower Than A Level,?,0-35,0,90,N,Fail,-10,?,269,511.0,15.0,108.0,4.0,4.0,55.25,52.879999999999995,0,0,1,1.0,0,Unsuccessful
EEE,2014J,626998,M,Yorkshire Region,HE Qualification,30-40%,0-35,1,30,N,Pass,-24,?,269,58.0,7.0,34.0,3.0,3.0,74.0,50.28,0,1,1,1.0,0,Successful
EEE,2014J,627283,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-18,?,269,1216.0,59.0,236.0,4.0,4.0,68.25,68.39999999999999,0,1,1,1.0,0,Successful
EEE,2014J,627312,M,North Region,HE Qualification,?,35-55,1,60,N,Pass,-16,?,269,991.0,78.0,303.0,4.0,4.0,87.25,86.8,0,1,1,1.0,0,Successful
EEE,2014J,627457,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-43,23,269,20.0,3.0,8.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,627500,M,South Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail,-3,?,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,627935,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-73,48,269,308.0,20.0,82.0,1.0,1.0,71.0,11.36,1,0,0,1.0,1,Withdrawn
EEE,2014J,628054,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,150,N,Pass,-9,?,269,497.0,20.0,117.0,4.0,4.0,70.75,69.16,0,1,1,1.0,0,Successful
EEE,2014J,628366,M,Scotland,Lower Than A Level,40-50%,0-35,1,30,N,Withdrawn,-14,17,269,10.0,2.0,4.0,1.0,1.0,88.0,14.08,1,0,0,1.0,1,Withdrawn
EEE,2014J,628480,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,-31,?,269,1655.0,100.0,575.0,4.0,4.0,76.0,75.28,0,1,1,1.0,0,Successful
EEE,2014J,628717,M,London Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,-46,156,269,564.0,36.0,151.0,3.0,3.0,65.66666666666667,47.12,1,0,0,1.0,1,Withdrawn
EEE,2014J,628741,M,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-10,?,269,835.0,80.0,251.0,4.0,4.0,71.75,71.24,0,1,1,1.0,0,Successful
EEE,2014J,628766,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-17,?,269,1356.0,98.0,436.0,4.0,4.0,92.75,92.72,0,1,1,1.0,0,Successful
EEE,2014J,629014,F,South East Region,Lower Than A Level,30-40%,35-55,0,90,N,Pass,-74,?,269,7780.0,236.0,1864.0,4.0,4.0,88.75,88.72,0,1,1,1.0,0,Successful
EEE,2014J,629101,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-2,?,269,712.0,70.0,233.0,4.0,4.0,82.75,82.84,0,1,1,1.0,0,Successful
EEE,2014J,629400,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,-16,?,269,1412.0,85.0,392.0,4.0,4.0,83.5,82.24,0,1,1,1.0,0,Successful
EEE,2014J,629421,M,East Anglian Region,HE Qualification,90-100%,0-35,1,120,N,Withdrawn,-155,-103,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,629535,M,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,-60,?,269,607.0,40.0,179.0,4.0,4.0,92.75,92.6,0,1,1,1.0,0,Successful
EEE,2014J,629642,M,North Region,Lower Than A Level,?,35-55,0,90,N,Pass,-32,?,269,5007.0,192.0,1303.0,4.0,4.0,87.5,87.2,0,1,1,1.0,0,Successful
EEE,2014J,629852,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-70,116,269,805.0,53.0,187.0,2.0,2.0,86.5,37.64,1,0,0,1.0,1,Withdrawn
EEE,2014J,629862,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-28,?,269,1223.0,67.0,403.0,4.0,4.0,87.75,87.72,0,1,1,1.0,0,Successful
EEE,2014J,630105,M,Scotland,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-42,?,269,1734.0,94.0,443.0,4.0,4.0,77.75,75.68,0,1,1,1.0,0,Successful
EEE,2014J,630106,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-128,?,269,3722.0,177.0,1059.0,4.0,4.0,81.0,78.84,0,1,1,1.0,0,Successful
EEE,2014J,630519,M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-13,?,269,2398.0,99.0,484.0,4.0,4.0,90.25,89.08,0,1,1,1.0,0,Successful
EEE,2014J,630541,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Distinction,-10,?,269,3126.0,154.0,831.0,4.0,4.0,87.75,87.24000000000001,0,1,1,1.0,0,Successful
EEE,2014J,631113,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,-31,?,269,1118.0,46.0,229.0,4.0,4.0,79.0,79.24000000000001,0,1,1,1.0,0,Successful
EEE,2014J,631807,M,East Midlands Region,HE Qualification,20-30%,35-55,1,30,N,Fail,-38,?,269,0.0,0.0,0.0,2.0,2.0,74.5,31.4,0,0,1,1.0,0,Unsuccessful
EEE,2014J,631888,M,North Region,Lower Than A Level,?,35-55,0,30,Y,Withdrawn,-22,173,269,633.0,26.0,181.0,2.0,2.0,65.0,28.36,1,0,0,1.0,1,Withdrawn
EEE,2014J,632626,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Distinction,-87,?,269,2425.0,90.0,544.0,4.0,4.0,88.25,87.2,0,1,1,1.0,0,Successful
EEE,2014J,632635,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-23,?,269,1381.0,43.0,371.0,3.0,3.0,84.0,61.68,0,1,1,1.0,0,Successful
EEE,2014J,632950,M,North Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,-42,?,269,3225.0,161.0,780.0,4.0,4.0,93.5,92.84,0,1,1,1.0,0,Successful
EEE,2014J,633824,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Distinction,-122,?,269,6431.0,223.0,1590.0,4.0,4.0,93.75,93.24,0,1,1,1.0,0,Successful
EEE,2014J,633868,M,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-25,?,269,157.0,2.0,23.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,633914,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-22,?,269,2904.0,132.0,653.0,4.0,4.0,88.0,87.16,0,1,1,1.0,0,Successful
EEE,2014J,633995,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-14,?,269,13.0,2.0,5.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,634094,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-16,?,269,730.0,38.0,196.0,4.0,4.0,83.0,81.92,0,1,1,1.0,0,Successful
EEE,2014J,634367,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,1,30,N,Pass,-15,?,269,5651.0,216.0,1597.0,4.0,4.0,93.0,92.16,0,1,1,1.0,0,Successful
EEE,2014J,634552,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-77,?,269,603.0,54.0,193.0,4.0,4.0,85.0,85.84,0,1,1,1.0,0,Successful
EEE,2014J,634655,M,London Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-31,-3,269,44.0,3.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,634721,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-29,?,269,1407.0,70.0,350.0,4.0,4.0,68.75,70.4,0,1,1,1.0,0,Successful
EEE,2014J,634776,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-114,?,269,2068.0,88.0,555.0,4.0,4.0,85.75,85.6,0,1,1,1.0,0,Successful
EEE,2014J,634879,M,London Region,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,-28,?,269,3114.0,110.0,585.0,4.0,4.0,93.5,92.72,0,1,1,1.0,0,Successful
EEE,2014J,634940,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,-30,?,269,1768.0,98.0,437.0,4.0,4.0,90.5,89.72,0,1,1,1.0,0,Successful
EEE,2014J,634957,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-10,12,269,266.0,14.0,49.0,1.0,1.0,40.0,6.4,1,0,0,1.0,1,Withdrawn
EEE,2014J,635325,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-93,?,269,1818.0,65.0,438.0,4.0,4.0,75.0,75.47999999999999,0,1,1,1.0,0,Successful
EEE,2014J,635552,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-148,?,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,635564,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-16,?,269,1441.0,68.0,352.0,4.0,4.0,88.25,87.44,0,1,1,1.0,0,Successful
EEE,2014J,635720,M,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-17,?,269,1579.0,73.0,407.0,4.0,4.0,82.75,82.24000000000001,0,1,1,1.0,0,Successful
EEE,2014J,635953,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-113,?,269,2063.0,144.0,584.0,4.0,4.0,94.0,93.52000000000001,0,1,1,1.0,0,Successful
EEE,2014J,636124,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction,-129,?,269,3099.0,170.0,745.0,4.0,4.0,94.25,94.03999999999999,0,1,1,1.0,0,Successful
EEE,2014J,636443,M,North Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-73,?,269,1190.0,62.0,289.0,4.0,4.0,79.0,77.32,0,1,1,1.0,0,Successful
EEE,2014J,636467,M,London Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-9,?,269,1888.0,97.0,463.0,4.0,4.0,83.75,82.64,0,1,1,1.0,0,Successful
EEE,2014J,636996,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,Pass,-16,?,269,2804.0,154.0,829.0,4.0,4.0,91.25,91.04,0,1,1,1.0,0,Successful
EEE,2014J,637123,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-31,?,269,2416.0,103.0,553.0,4.0,4.0,95.75,95.6,0,1,1,1.0,0,Successful
EEE,2014J,637292,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-98,121,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,637401,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-106,?,269,2681.0,120.0,695.0,4.0,4.0,94.5,94.44,0,1,1,1.0,0,Successful
EEE,2014J,637528,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,-14,?,269,666.0,27.0,155.0,1.0,1.0,76.0,12.16,0,0,1,1.0,0,Unsuccessful
EEE,2014J,637601,M,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,-25,12,269,257.0,6.0,49.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,637624,M,Scotland,HE Qualification,90-100%,0-35,0,150,N,Pass,-38,?,269,782.0,43.0,251.0,4.0,4.0,67.5,64.68,0,1,1,1.0,0,Successful
EEE,2014J,637846,M,Scotland,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn,-143,-120,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,638018,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-23,?,269,1120.0,76.0,320.0,4.0,4.0,95.0,95.72,0,1,1,1.0,0,Successful
EEE,2014J,638257,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-154,?,269,636.0,38.0,202.0,3.0,3.0,80.66666666666667,57.919999999999995,0,0,1,1.0,0,Unsuccessful
EEE,2014J,638604,M,Scotland,Lower Than A Level,70-80%,0-35,0,90,N,Pass,-23,?,269,3971.0,122.0,881.0,4.0,4.0,82.25,81.08,0,1,1,1.0,0,Successful
EEE,2014J,638970,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-10,?,269,464.0,40.0,180.0,4.0,4.0,57.75,55.080000000000005,0,1,1,1.0,0,Successful
EEE,2014J,639012,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,-92,?,269,2111.0,96.0,606.0,4.0,4.0,72.5,71.24,0,1,1,1.0,0,Successful
EEE,2014J,639194,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction,-23,?,269,1683.0,90.0,487.0,4.0,4.0,88.0,87.16,0,1,1,1.0,0,Successful
EEE,2014J,639232,M,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,-42,12,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,639243,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-29,?,269,1291.0,44.0,272.0,3.0,3.0,74.66666666666667,53.0,0,0,1,1.0,0,Unsuccessful
EEE,2014J,639253,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,-155,?,269,1865.0,78.0,401.0,4.0,4.0,89.5,88.72,0,1,1,1.0,0,Successful
EEE,2014J,640109,M,London Region,No Formal quals,10-20,35-55,0,90,N,Fail,-15,?,269,396.0,20.0,101.0,1.0,1.0,59.0,9.44,0,0,1,1.0,0,Unsuccessful
EEE,2014J,640307,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-115,?,269,1444.0,101.0,479.0,4.0,4.0,79.75,78.4,0,0,1,1.0,0,Unsuccessful
EEE,2014J,640439,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-15,?,269,1450.0,46.0,239.0,3.0,3.0,74.66666666666667,52.040000000000006,0,1,1,1.0,0,Successful
EEE,2014J,640443,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,-64,-61,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,640658,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,-92,75,269,246.0,21.0,74.0,1.0,1.0,30.0,4.8,1,0,0,1.0,1,Withdrawn
EEE,2014J,641116,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-37,?,269,1634.0,90.0,489.0,4.0,4.0,97.25,97.03999999999999,0,1,1,1.0,0,Successful
EEE,2014J,641195,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-25,?,269,308.0,16.0,56.0,2.0,2.0,76.5,32.160000000000004,0,0,1,1.0,0,Unsuccessful
EEE,2014J,641200,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Distinction,-14,?,269,4398.0,175.0,1186.0,4.0,4.0,94.25,93.8,0,1,1,1.0,0,Successful
EEE,2014J,641566,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,-78,?,269,1345.0,58.0,339.0,4.0,4.0,95.75,95.24,0,1,1,1.0,0,Successful
EEE,2014J,641569,M,Scotland,Lower Than A Level,60-70%,35-55,0,120,N,Distinction,-58,?,269,2219.0,101.0,524.0,4.0,4.0,87.25,87.03999999999999,0,1,1,1.0,0,Successful
EEE,2014J,641629,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-5,?,269,74.0,5.0,16.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,641716,M,Wales,Lower Than A Level,0-10%,0-35,0,90,Y,Withdrawn,-133,-23,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,641817,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,-23,131,269,243.0,23.0,72.0,1.0,1.0,87.0,13.92,1,0,0,1.0,1,Withdrawn
EEE,2014J,641881,M,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,-77,?,269,277.0,20.0,71.0,1.0,1.0,65.0,10.4,0,0,1,1.0,0,Unsuccessful
EEE,2014J,641899,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-15,?,269,1484.0,74.0,383.0,4.0,4.0,87.75,87.0,0,1,1,1.0,0,Successful
EEE,2014J,642066,M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail,-29,?,269,355.0,10.0,66.0,3.0,3.0,56.666666666666664,38.48,0,0,1,1.0,0,Unsuccessful
EEE,2014J,642342,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-24,?,269,4961.0,126.0,689.0,4.0,4.0,91.5,90.47999999999999,0,1,1,1.0,0,Successful
EEE,2014J,642396,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-153,173,269,1580.0,44.0,381.0,3.0,3.0,84.66666666666667,59.96,1,0,0,1.0,1,Withdrawn
EEE,2014J,642512,M,South West Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,-36,177,269,612.0,29.0,151.0,2.0,2.0,65.5,29.36,1,0,0,1.0,1,Withdrawn
EEE,2014J,642591,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,-32,?,269,4469.0,215.0,1231.0,4.0,4.0,89.0,88.03999999999999,0,1,1,1.0,0,Successful
EEE,2014J,642627,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,-24,?,269,13.0,2.0,6.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,642656,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-122,?,269,4089.0,210.0,1294.0,4.0,4.0,94.75,94.24000000000001,0,1,1,1.0,0,Successful
EEE,2014J,642839,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,150,N,Fail,-155,?,269,1280.0,76.0,323.0,4.0,4.0,64.75,63.76,0,0,1,1.0,0,Unsuccessful
EEE,2014J,643077,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-51,?,269,1775.0,106.0,473.0,4.0,4.0,94.0,94.36,0,1,1,1.0,0,Successful
EEE,2014J,643118,M,South Region,HE Qualification,50-60%,0-35,0,60,N,Distinction,-60,?,269,5797.0,187.0,1315.0,4.0,4.0,95.0,94.76,0,1,1,1.0,0,Successful
EEE,2014J,643168,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-52,?,269,949.0,62.0,252.0,4.0,4.0,68.0,66.44,0,1,1,1.0,0,Successful
EEE,2014J,643200,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-155,70,269,141.0,7.0,31.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,643267,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-135,?,269,2109.0,111.0,558.0,4.0,4.0,66.0,65.28,0,1,1,1.0,0,Successful
EEE,2014J,643269,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,-122,-11,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,643270,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-81,?,269,1244.0,67.0,305.0,4.0,4.0,85.25,84.67999999999999,0,1,1,1.0,0,Successful
EEE,2014J,643309,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,-91,95,269,324.0,23.0,72.0,1.0,1.0,86.0,13.76,1,0,0,1.0,1,Withdrawn
EEE,2014J,643404,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,-93,?,269,930.0,40.0,200.0,3.0,3.0,83.66666666666667,59.120000000000005,0,0,1,1.0,0,Unsuccessful
EEE,2014J,643416,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-15,?,269,1525.0,106.0,494.0,4.0,4.0,87.0,86.03999999999999,0,0,1,1.0,0,Unsuccessful
EEE,2014J,643434,M,London Region,HE Qualification,0-10%,35-55,0,60,Y,Pass,-106,?,269,489.0,49.0,164.0,4.0,4.0,66.5,66.08,0,1,1,1.0,0,Successful
EEE,2014J,643457,M,East Anglian Region,Lower Than A Level,80-90%,55<=,0,60,N,Pass,-115,?,269,2980.0,123.0,868.0,4.0,4.0,87.75,87.48,0,1,1,1.0,0,Successful
EEE,2014J,643481,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-146,?,269,3440.0,91.0,650.0,4.0,4.0,84.25,84.76,0,0,1,1.0,0,Unsuccessful
EEE,2014J,643484,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-93,?,269,2223.0,103.0,564.0,4.0,4.0,79.75,78.64,0,1,1,1.0,0,Successful
EEE,2014J,643510,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-10,?,269,1439.0,115.0,493.0,4.0,4.0,72.25,70.0,0,1,1,1.0,0,Successful
EEE,2014J,643514,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,Distinction,-38,?,269,3963.0,124.0,858.0,4.0,4.0,95.25,95.03999999999999,0,1,1,1.0,0,Successful
EEE,2014J,643531,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-15,?,269,4264.0,166.0,935.0,4.0,4.0,90.5,89.84,0,1,1,1.0,0,Successful
EEE,2014J,643644,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-150,?,269,42.0,4.0,21.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,Unsuccessful
EEE,2014J,643705,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-50,?,269,4898.0,156.0,990.0,4.0,4.0,95.25,94.92,0,1,1,1.0,0,Successful
EEE,2014J,643755,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-154,6,269,82.0,4.0,30.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,643770,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail,-56,?,269,564.0,29.0,168.0,4.0,4.0,83.5,83.92,0,0,1,1.0,0,Unsuccessful
EEE,2014J,643771,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-15,?,269,1766.0,89.0,466.0,4.0,4.0,90.0,89.52,0,1,1,1.0,0,Successful
EEE,2014J,644064,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-149,-1,269,85.0,1.0,20.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
EEE,2014J,644072,F,Wales,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-18,?,269,2419.0,67.0,513.0,4.0,4.0,80.25,78.24,0,0,1,1.0,0,Unsuccessful
EEE,2014J,644113,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-148,?,269,3694.0,128.0,583.0,4.0,4.0,95.5,95.2,0,1,1,1.0,0,Successful
EEE,2014J,644163,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-144,12,269,143.0,6.0,27.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,Withdrawn
